"","AOS60","species","lon.b","lat.b","lon.w","lat.w","dst.km","area.b","area.w","area.r","area.p","Common.Name","Scientific.Name","group","order","family","taxonomic.notes","Canada","USA","Mexico","C.America","Mig.Status","Introduced","Nonbreeding.only","PS.g","PS.g_s","PS.g_com","Global.Pop.Size","Global.Pop.Size.","Pop.Size_US.Ca","Pop.Size_US.Ca.","PopYr","Pop.Size_US.Ca_s","Pop.Size_US.Ca_com","X.GL_WH","X.WH_US.Ca","X..Breeding.Pop.in.US...Canada","X..Breeding.Pop.in.US...Canada.","X.Pop_s","BD.g","BD.area","BD.g_s","BD.g_com","ND.g","ND.area","ND.g_s","ND.g_com","TB.c","TB.c_s","TB.c_com","TN.c","TN.c_s","TN.c_com","PT.c","PT.c_s","PT.c_com","trend....yr.","trend.source","lcl_90.CI","ucl_90.CI","lcl_67.CI","ucl_67.CI","RA","DF","pop.change","pop.change.90..lcl","pop.change.90..ucl","Half.Life","CCS.b","CCS.n","CCS.max","Continental.Importance","IUCN.Red.List.2018","Urban","Agriculture","Breeding.Biome","Nonbreeding.Biome","Primary.Breeding.Habitat","Secondary.Breeding.Habitat","Primary.Nonbreeding.Habitat","Secondary.Nonbreeding.Habitat","IOC..","Latin..BirdLife...IOC...Clements.","English","Gill.et.al.2020..IOC.World.Bird.List..v10.2.","HBW.and.BirdLife.International..2019.","eBird.Clements.Checklist.v2019","IOC.present","HBW.BL.present","Clements.present","OtLatin","OtLat2","OtEnglish","Order","Family","Genus","Species","IUCN.Red.List.category","Restricted.Range","Country.Endemic","ISL","RLM","LAT","HEM","Average.Body.Mass","F","BM","WD","SH","SV","G","PL","R","D","A","RV","C","W","SE","O","Primary.Habitat","HB","Birdlife.Forest.Dependency","DB","Primary.Diet","IN","FR","NE","SE.1","VE","FI","SC","PL.1","MS","Foraging.Layer","LayH1","LayH2","LayMn","Flock","Carn.sum","Herb.sum","Nest","SBS","H1","H2","H.Avg","Clutch..Min","Clutch.Max","Clutch.Ave","Inc1","Inc2","Fledge","Fld2","Fld2.fld1","Mig","Alt","Irreg","Disp","Known.Bird.Annual.Survival","Known.Bird.Age.at.First.Breeding","Known.Bird.Longevity","Modelled.Bird.Annual.Survival","Modelled.Bird.Age.at.first.breeding","Modelled.Bird.Longevity","Modelled.Bird.GenLength","SpcAuthority"
"659",931,"Pteroglossus torquatus",-83.63879777,13.40130796,-83.63879777,13.40130796,0,100234,100234,100234,0,"Collared Aracari","Pteroglossus torquatus","landbird","Piciformes","Ramphastidae","",0,0,1,1,"R",NA,NA,3,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,989755,"Natureserve 3.0","",3,989755,"Natureserve 3.0","",3,"MX-NSAC","",3,"MX-NSAC","tolerant of disturbance; wetlands not threatened",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"","LC","","","Trans-Andean Lowlands","Trans-Andean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11112,"Pteroglossus torquatus","Collared Aracari","Pteroglossus torquatus","Pteroglossus torquatus","Pteroglossus torquatus","YES","YES","YES","","","","Piciformes","Ramphastidae","Pteroglossus","torquatus","LC","0","NO",0,"L",1,2,223.8,1,NA,5,NA,NA,NA,NA,NA,NA,2,4,NA,3,NA,"","Forest",5,"High",4,"Fruit","1","7","","","2","","","","T","C-H","",NA,NA,NA,3,7,"CV","","6","30",NA,2,5,3,16,NA,44,NA,44,NA,NA,NA,NA,NA,NA,"12.66",0.72,1.81,14.51,4.27,"(Gmelin, 1788)"
"660",932,"Pteroglossus frantzii",-83.28762981,8.96818618,-83.28762981,8.96818618,0,1966,1966,1966,0,"Fiery-billed Aracari","Pteroglossus frantzii","landbird","Piciformes","Ramphastidae","Monotypic.",0,0,0,1,"R",NA,NA,4,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,18678,"NatureServe","",5,18678,"NatureServe","",3,"PIF CAW 2014","requiere arboles con cavidades",2,"PIF CAW 2014","",3,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,15,"Watch List - Yel-R","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11121,"Pteroglossus frantzii","Fiery-billed Aracari","Pteroglossus frantzii","Pteroglossus frantzii","Pteroglossus frantzii","YES","YES","YES","","","","Piciformes","Ramphastidae","Pteroglossus","frantzii","LC","1","NO",0,"L",1,1,252.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",5,"Fruit","2","8","","","T","","","T","T","C-H","",NA,NA,NA,2,8,"CV","T","","",NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"",0.78,2.09,15.89,5.24,"Cabanis, 1861"
"661",933,"Selenidera spectabilis",-81.59385937,10.44856789,-81.59385937,10.44856789,0,15322,15322,15322,0,"Yellow-eared Toucanet","Selenidera spectabilis","landbird","Piciformes","Ramphastidae","Monotypic.",0,0,0,1,"R",NA,NA,4,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,145446,"NatureServe","",4,145446,"NatureServe","",4,"PIF CAW 2014","",4,"PIF CAW 2014","",5,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Central and South American Highlands","Central and South American Highlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11125,"Selenidera spectabilis","Yellow-eared Toucanet","Selenidera spectabilis","Selenidera spectabilis","Selenidera spectabilis","YES","YES","YES","","","","Piciformes","Ramphastidae","Selenidera","spectabilis","LC","0","NO",0,"L",1,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",3,"Fruit","2","7","","","1","","","","","M-C","",NA,NA,NA,3,7,"","","","",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",0.71,1.88,14.74,4.37,"Cassin, 1857"
"662",934,"Ramphastos sulfuratus",-86.18413304,14.85840574,-86.18413304,14.85840574,0,67991,67991,67991,0,"Keel-billed Toucan","Ramphastos sulfuratus","landbird","Piciformes","Ramphastidae","",0,0,1,1,"R",NA,NA,4,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,678276,"Natureserve 3.0","",3,678276,"Natureserve 3.0","",4,"MX-NSAC","",3,"MX-NSAC","requires forest",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,15,"Watch List - Yel-D","LC","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11159,"Ramphastos sulfuratus","Keel-billed Toucan","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","YES","YES","YES","","","Rainbow-billed Toucan","Piciformes","Ramphastidae","Ramphastos","sulfuratus","LC","0","NO",0,"L",1,1,412.5,1,NA,5,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,"","Forest",5,"Medium",4,"Fruit","2","7","","","1","","","","T","(G),M-C","",NA,NA,NA,3,7,"CV","T","3","27",NA,1,4,NA,16.5,NA,42,47,5,NA,NA,NA,NA,NA,NA,"15.58",0.79,2.21,16.44,5.46,"Lesson, 1830"
"663",935,"Ramphastos ambiguus",-77.44116942,4.54874753,-77.44116942,4.54874753,0,59750,59750,59750,0,"Yellow-throated Toucan","Ramphastos ambiguus","landbird","Piciformes","Ramphastidae","",0,0,0,1,"R",NA,NA,3,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,432462,"NatureServe","",3,432462,"NatureServe","",3,"PIF CAW 2014","",3,"PIF CAW 2014","",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"","NT","","","Neotropical","Neotropical","Forests—Tropical Montane Evergreen","","Forests—Tropical Montane Evergreen","",11173,"Ramphastos ambiguus","Yellow-throated Toucan","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","YES","YES","YES","","","Black-mandibled Toucan","Piciformes","Ramphastidae","Ramphastos","ambiguus","NT","0","NO",0,"L",1,2,672.5,1,NA,NA,5,NA,NA,NA,NA,NA,4,3,NA,2,NA,"","Forest",5,"High",4,"Fruit","1","7","","","2","","","","","C(L)","",NA,NA,NA,3,7,"CV","","5","15",NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.42",0.79,2.33,16.84,5.74,"Swainson, 1823"
"664",937,"Picumnus olivaceus",-78.69701799,7.52996808,-78.69701799,7.52996808,0,49397,49397,49397,0,"Olivaceous Piculet","Picumnus olivaceus","landbird","Piciformes","Picidae","",0,0,0,1,"R",NA,NA,3,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,492377,"NatureServe","",3,492377,"NatureServe","",3,"PIF CAW 2014","",3,"PIF CAW 2014","",4,"PIF CAW 2014","es más estable en Costa Rica y Panamá",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"","LC","","","Trans-Andean Lowlands","Trans-Andean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11629,"Picumnus olivaceus","Olivaceous Piculet","Picumnus olivaceus","Picumnus olivaceus","Picumnus olivaceus","YES","YES","YES","","","","Piciformes","Picidae","Picumnus","olivaceus","LC","0","NO",0,"L",1,2,12.5,1,NA,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"","Forest",4,"Medium",1,"Invertebrate","10","","","","","","","","","L-M","",NA,NA,2,10,0,"CV","C,P","0.9","9",2,2,3,NA,13,14,24,25,1,NA,NA,NA,NA,NA,NA,"",0.62,1.07,7.21,2.43,"Lafresnaye, 1845"
"665",939,"Melanerpes lewis",-113.93751741,42.79452082,-110.99494929,37.36679177,653,207600,255315,147558,24792,"Lewis's Woodpecker","Melanerpes lewis","landbird","Piciformes","Picidae","Monotypic.",1,1,1,0,"PM",NA,NA,4,"PIFcalc19","","82,000",82000,"82,000",82000,2010.5,"PIFcalc19","",100,NA,"",NA,"eBrd17(UsCa)",2,1450667,"Natureserve 3.0 with adjustment by PIFSC-08","Reduced by 30%; BNA more accurately reflects restricted, drier, lower elevation of this species similar to the distribution of ponderosa pine than NS",3,638010,"Natureserve 3.0","Again, the BNA description is more accurate. The the core of the ND is more restricted but may have a wider, sporadic distribution than BD- 'generally winters within southern portion of breeding range north to sw. Oregon, central Utah, and central Colorado",4,"PIFTC-02","are threats really that high across range? (KR); benefit from fire, if old stuff left.  Riparian areas may be sinks.  DP - fire management issues will only get worse; Krueper, Dave: With climate change and increased intensity of fires (stand replacement) this species will probably continue to decline.  Camfield,Alaine [NCR]:
Listed as threatened in Canada, fire suppression, Mountain Pine Beetle and habitat loss due to development and agricuture are the biggest threats.  Suggest leaving at 4. TB score 5 in Canadian BCR strategies.",3,"PIFTC-02","",5,"BBS7017","",-1.964,"BBS7017",-2.96,-1.11,-2.518,-1.436,0.132,187,-59.24698446,-76.03124574,-44.52782671,NA,15,15,15,"Watch List - Yel-D","LC","","","Western Temperate","Western Temperate","Forests—Temperate Western","","Forests—Temperate Western","",11667,"Melanerpes lewis","Lewis's Woodpecker","Melanerpes lewis","Melanerpes lewis","Melanerpes lewis","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","lewis","LC","0","NO",0,"N",3,1,111.5,4,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,"","Woodland",4,"High",3,"Omnivore","3","3","","4","","","","","ACORNASSEED","L-H","",NA,NA,NA,3,7,"CV","C,P,T","1.5","20.7",NA,4,9,NA,13,14,28,35,7,1,NA,NA,NA,67,1,"",0.48,1.09,9.12,2.23,"(Grey, 1849)"
"666",942,"Melanerpes erythrocephalus",-93.26180408,40.24393348,-88.85426048,36.65450723,554,546168,335134,335134,0,"Red-headed Woodpecker","Melanerpes erythrocephalus","landbird","Piciformes","Picidae","Monotypic.",1,1,0,0,"PM",NA,NA,3,"PIFcalc19","","1,800,000",1800000,"1,800,000",1800000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",1,4664275,"Natureserve 3.0 with adjustment by PIFSC-08","Reduced by 10%; NS and BNA maps fairly similar.",2,3342646,"Natureserve 3.0","",3,"PIFTC-02","DD='moderately vulnerable to human activities and land use.'  BNA supports that  population likely to decline in future if trends and habitat threats continue.  Facing habitat loss and degradation due to firewood cutting, clearcutting, ag development, riv",3,"PIFTC-02","DD='moderately vulnerable to human activities and land use.'  BNA supports that population likely to decline in future if trends and habitat threats continue.  Facing habitat loss and degradation due to firewood cutting, clearcutting, ag development, rive",5,"BBS7017","",-2.178,"BBS7017",-2.35,-2.02,-2.283,-2.083,1.62,1810,-64.43404837,-66.85037078,-61.63533522,56,12,13,13,"Watch List - Yel-D","LC","","","Eastern Temperate","Eastern Temperate","Forests—Temperate Eastern","","Forests—Temperate Eastern","",11670,"Melanerpes erythrocephalus","Red-headed Woodpecker","Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","erythrocephalus","LC","0","NO",0,"N",3,1,76.5,1,NA,2,7,8,5,NA,NA,NA,3,6,NA,4,NA,"","Forest",8,"Medium",5,"Omnivore","4","3","","3","T","","","T","ACORNASSEED","(G)M-H","12",18,NA,NA,4,6,"CV","B,C,T","2","25",NA,3,10,NA,12,14,24,31,7,1,NA,1,1,0.62,1,"9.92",0.5,1.09,8.83,2.65,"(Linnaeus, 1758)"
"667",943,"Melanerpes formicivorus",-104.17260582,25.79533427,-104.17260582,25.79533427,0,150271,150271,150271,0,"Acorn Woodpecker","Melanerpes formicivorus","landbird","Piciformes","Picidae","",0,1,1,1,"R",NA,NA,2,"PIFcalc19","","7,500,000",7500000,"2,200,000",2200000,2010.5,"PIFcalc19","",100,29.67437172,"29.67437",29.67437172,"eBrd17(UsCa,WHem)",2,1467234,"Natureserve 3.0","",2,1467234,"Natureserve 3.0","NS and BNA maps very close except for range in NM (more expansive in BNA) and more detail in NS for Columbia. Keep new NS scores.",3,"PIFSC-Dec-08","Needs input from MX on condition of oaks in CA; Rosenberg: loss and degradation of oak forests throughout range.",3,"PIFSC-Dec-08","Rosenberg: dependent on healthy oak forests year-round; granary trees as important as nest trees.",2,"BBS7017","",0.519,"BBS7017",-0.09,0.9,0.203,0.753,12.762,199,27.0018714,7.0396415,65.4543892,NA,9,9,9,"","LC","yes","","Widespread","Widespread","Forests—Mesoamerican Pine-Oak","Forests—Temperate Western","Forests—Mesoamerican Pine-Oak","Forests—Temperate Western",11673,"Melanerpes formicivorus","Acorn Woodpecker","Melanerpes formicivorus","Melanerpes formicivorus","Melanerpes formicivorus","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","formicivorus","LC","0","NO",0,"LN",2,1,77.5,2,NA,1,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,"","Woodland",4,"High",6,"Seed","2.5","2","T","5.5","T","","","","","C-H","",NA,NA,NA,2.5,7.5,"CV","C,P,T","2.3","21",NA,4,6,5.06,11,12,30,32,2,2,NA,1,NA,0.63,2,"16",0.52,1.08,10.25,4.71,"(Swainson, 1827)"
"668",944,"Melanerpes chrysauchen",-83.26651036,8.89994989,-83.26651036,8.89994989,0,1526,1526,1526,0,"Golden-naped Woodpecker","Melanerpes chrysauchen","landbird","Piciformes","Picidae","",0,0,0,1,"R",NA,NA,5,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,15303,"NatureServe","",5,15303,"NatureServe","",3,"PIF CAW 2014","",3,"PIF CAW 2014","",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11689,"Melanerpes chrysauchen","Golden-naped Woodpecker","Melanerpes chrysauchen","Melanerpes chrysauchen","Melanerpes chrysauchen","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","chrysauchen","LC","1","NO",0,"L",1,1,53.3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"","Forest",2,"Medium",2,"Invertebrate","6","4","","","","","","","","C-M","",NA,NA,NA,6,4,"CV","C","5","30",NA,3,4,NA,12,NA,33,34,1,NA,NA,NA,NA,NA,NA,"",0.6,1.2,8.2,2.56,"Salvin, 1870"
"669",945,"Melanerpes pucherani",-84.20277475,10.76810021,-84.20277475,10.76810021,0,48644,48644,48644,0,"Black-cheeked Woodpecker","Melanerpes pucherani","landbird","Piciformes","Picidae","Monotypic.",0,0,1,1,"R",NA,NA,4,"Gomez-Panjabi.  PIF CAW 2016","Bajas densidades en Guate (CAW)","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,487318,"Natureserve 3.0","",3,487318,"Natureserve 3.0","",3,"MX-NSAC","",3,"MX-NSAC","humid forest, but uses clearings",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,"Watch List - Yel-R","LC","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11693,"Melanerpes pucherani","Black-cheeked Woodpecker","Melanerpes pucherani","Melanerpes pucherani","Melanerpes pucherani","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","pucherani","LC","0","NO",0,"L",1,2,55,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"","Forest",2,"High",5,"Invertebrate","6","3","T","1","","","","T","","M-H","",NA,NA,3,6,4,"CV","C","4","30",NA,2,4,NA,14,NA,21,NA,21,NA,NA,NA,NA,NA,NA,"",0.63,1.29,8.77,2.87,"(Malherbe, 1849)"
"670",948,"Melanerpes chrysogenys",-102.39493626,19.45440361,-102.39493626,19.45440361,0,16137,16137,16137,0,"Golden-cheeked Woodpecker","Melanerpes chrysogenys","landbird","Piciformes","Picidae","",0,0,1,0,"R",NA,NA,4,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,161830,"Natureserve 3.0","",4,161830,"Natureserve 3.0","",2,"MX-NSAC","",2,"MX-NSAC","tolerant of disturbance",2,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,"","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","","Forests—Tropical Dry","",11699,"Melanerpes chrysogenys","Golden-cheeked Woodpecker","Melanerpes chrysogenys","Melanerpes chrysogenys","Melanerpes chrysogenys","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","chrysogenys","LC","0","YES",0,"L",2,1,71.5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"","Forest",2,"Medium",3,"Invertebrate","8","1","","1","","","","","","H-M","",NA,NA,NA,8,2,"CV","T","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.6,1.19,8.81,2.62,"(Vigors, 1839)"
"671",949,"Melanerpes hypopolius",-98.00319447,17.52752686,-98.00319447,17.52752686,0,8178,8178,8178,0,"Gray-breasted Woodpecker","Melanerpes hypopolius","landbird","Piciformes","Picidae","Monotypic.",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,82045,"Natureserve 3.0","",4,82045,"Natureserve 3.0","",3,"MX-NSAC","",3,"MX-NSAC","moderate habitat loss",4,"MX-NSAC-12","MX endemic, found in 2 regions, regional experts both scored 4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16,"Watch List - Yel-R","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","","Forests—Tropical Dry","",11702,"Melanerpes hypopolius","Grey-breasted Woodpecker","Melanerpes hypopolius","Melanerpes hypopolius","Melanerpes hypopolius","YES","YES","YES","","","Grey-breasted Woodpecker","Piciformes","Picidae","Melanerpes","hypopolius","LC","0","YES",0,"L",1,1,50,NA,NA,NA,1,NA,NA,NA,NA,4,3,2,NA,NA,NA,"","Shrub",4,"Low",2,"Fruit","2","8","","","","","","","","All Layers","",NA,NA,NA,2,8,"CV","K,T","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.56,1.23,9.83,2.46,"(Wagler, 1829)"
"672",950,"Melanerpes pygmaeus",-88.91117026,19.76731457,-88.91117026,19.76731457,0,12611,12611,12611,0,"Yucatan Woodpecker","Melanerpes pygmaeus","landbird","Piciformes","Picidae","",0,0,1,1,"R",NA,NA,4,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,126436,"Natureserve 3.0","",4,126436,"Natureserve 3.0","",3,"MX-NSAC","",2,"MX-NSAC","forest",4,"PIF CAW 2014","MX endemic found only in SECL; regional experts score PT=4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,15,"Watch List - Yel-R","LC","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Forests—Tropical Dry","","Forests—Tropical Dry","",11704,"Melanerpes pygmaeus","Yucatan Woodpecker","Melanerpes pygmaeus","Melanerpes pygmaeus","Melanerpes pygmaeus","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","pygmaeus","LC","0","NO",0,"L",1,1,39,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Woodland",3,"Medium",0,"Invertebrate","6","4","","","","","","","","L","",NA,NA,NA,6,4,"","","","",NA,3.5,NA,NA,10,NA,32,NA,32,NA,NA,NA,NA,NA,NA,"",0.57,1.07,7.94,2.29,"(Ridgway, 1885)"
"673",951,"Melanerpes rubricapillus",-69.63804026,8.48200203,-69.63804026,8.48200203,0,87783,87783,87783,0,"Red-crowned Woodpecker","Melanerpes rubricapillus","landbird","Piciformes","Picidae","",0,0,0,1,"R",NA,NA,3,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,860959,"NatureServe","",3,860959,"NatureServe","",2,"PIF CAW 2014","",2,"PIF CAW 2014","",2,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,"","LC","","","Trans-Andean Lowlands","Trans-Andean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",11708,"Melanerpes rubricapillus","Red-crowned Woodpecker","Melanerpes rubricapillus","Melanerpes rubricapillus","Melanerpes rubricapillus","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","rubricapillus","LC","0","NO",0,"L",1,1,52.5,2,NA,1,3,NA,NA,NA,NA,NA,4,NA,5,NA,NA,"","Woodland",5,"Medium",3,"Invertebrate","6","4","T","","","","","","","L-M","",NA,NA,NA,6,4,"CV","C,P,T","3","23",NA,3,4,NA,10,NA,31,33,2,NA,NA,NA,NA,NA,NA,"",0.6,1.2,8.19,2.56,"(Cabanis, 1862)"
"674",952,"Melanerpes uropygialis",-110.66510916,28.96088418,-110.66510916,28.96088418,0,56732,56732,56732,0,"Gila Woodpecker","Melanerpes uropygialis","landbird","Piciformes","Picidae","",0,1,1,0,"R",NA,NA,3,"PIFcalc19","","1,500,000",1500000,"590,000",590000,2010.5,"PIFcalc19","",100,39.47414398,"39.47414",39.47414398,"bbs0514(UsCa), eBrd17(WHem)",3,565542,"Natureserve 3.0","",3,565542,"Natureserve 3.0","",2,"PIFTC-02","",2,"PIFTC-02","habitat not threatened",3,"BBS7017","BBS-17 changed scores that previously were in agreement with MX-NSAC",-0.433,"BBS7017",-1.43,0.48,-1.037,0.127,9.913,44,-18.50200911,-50.68975284,25.7238863,51,11,11,11,"","LC","yes","","North American Southwest","North American Southwest","Aridlands—Desert Scrub","Aridlands—Desert Riparian","Aridlands—Desert Scrub","Aridlands—Desert Riparian",11715,"Melanerpes uropygialis","Gila Woodpecker","Melanerpes uropygialis","Melanerpes uropygialis","Melanerpes uropygialis","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","uropygialis","LC","0","NO",0,"LN",2,1,66,4,NA,NA,NA,NA,NA,2,NA,1,5,3,NA,NA,NA,"","Desert",5,"Low",5,"Invertebrate","9","1","T","T","T","","","","T","All Layers","",NA,NA,NA,9,1,"CV","K,T","1","10",NA,2,7,NA,13,NA,28,NA,28,NA,NA,NA,NA,NA,NA,"11",0.6,1.18,9.82,2.65,"(Baird, 1854)"
"675",953,"Melanerpes hoffmannii",-85.73471622,11.53460206,-85.73471622,11.53460206,0,5111,5111,5111,0,"Hoffmann's Woodpecker","Melanerpes hoffmannii","landbird","Piciformes","Picidae","Monotypic.",0,0,0,1,"R",NA,NA,4,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,51264,"NatureServe","",5,51264,"NatureServe","",1,"PIF CAW 2014","",1,"PIF CAW 2014","",1,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,"","LC","yes","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","","Forests—Tropical Dry","",11723,"Melanerpes hoffmannii","Hoffmann's Woodpecker","Melanerpes hoffmannii","Melanerpes hoffmannii","Melanerpes hoffmannii","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","hoffmannii","LC","0","NO",0,"L",1,1,73,2,NA,1,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,"","Woodland",4,"Medium",3,"Invertebrate","7","3","T","","","","","T","","H-L","",NA,NA,NA,7,3,"CV","C,P,T","1","9",NA,2,3,NA,13,NA,30,NA,30,NA,NA,NA,NA,NA,1,"5.7",0.67,1.36,10.16,3.21,"(Cabanis, 1862)"
"676",954,"Melanerpes aurifrons",-97.03365575,23.3737272,-97.03365575,23.3737272,0,141463,141463,141463,0,"Golden-fronted Woodpecker","Melanerpes aurifrons","landbird","Piciformes","Picidae","",0,1,1,1,"R",NA,NA,2,"PIFcalc19","Maybe 2? (CAW);","5,300,000",5300000,"810,000",810000,2010.5,"PIFcalc19","",100,15.27709007,"15.27709",15.27709007,"bbs0514(UsCa), eBrd17(WHem)",2,1396862,"Natureserve 3.0","",2,1396862,"Natureserve 3.0","",2,"PIFSC-08","",2,"PIFSC-08","habitat not threatened",2,"MX-NSAC, PIFSC-08","",NA,"",NA,NA,NA,NA,NA,NA,-33.38774121,-46.46209473,-12.6034776,79,8,8,8,"","LC","yes","","Mesoamerica","Mesoamerica","Forests—Tropical Dry","","Forests—Tropical Dry","",11725,"Melanerpes aurifrons","Golden-fronted Woodpecker","Melanerpes aurifrons","Melanerpes aurifrons","Melanerpes aurifrons","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","aurifrons","LC","0","NO",0,"LN",2,1,81.3,4,NA,1,2,NA,NA,5,NA,NA,3,6,NA,NA,NA,"","Woodland",6,"Low",5,"Invertebrate","6","2","","2","T","","","","T","H-L","",NA,NA,3,6,4,"CV","C,P,T","2","9",NA,4,7,4.75,12,14,30,NA,30,NA,NA,NA,NA,0.3,1,"5.92",0.59,1.19,9.77,2.6,"(Wagler, 1829)"
